GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,IsGameOver,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TeamGameID,TwoPointConversionReturns,OpponentTwoPointConversionReturns,TeamID,OpponentID,Day,DateTime,GlobalGameID,GlobalTeamID,GlobalOpponentID,ScoreID
201710526,2017-10-08T13:00:00,1,2017,5,ARI,PHI,AWAY,7,34,41,Lincoln Financial Field,Grass,95,85,12,55.0,9.2,0,7,0,0,0,30,16,24:13,20,2,16,3,74,379,7.8,2,17,38,3.4,0,54,35,341,2,0,9.6,12.2,78.6,109.8,17,6,35.3,5,3,82.4,2,2,0,0,11,11,75,2,2,3,19,5,9,0,11,429,61.3,2,2,0,21,0,10,3,0,43,58,35:47,23,8,14,5,79,518,9.9,6,41,151,5.7,0,37,26,367,6,2,12.2,17.4,86.5,157.4,17,11,79.5,0,0,0.0,6,3,0,0,136,8,74,0,0,2,11,11,9,0,5,159,53.1,2,2,0,123.6,0.0,-5,0,-1,22.5,12.0,4.3,61.8,0.0,6,0,2,53.0,18.8,4.9,3,3,3,0,0.0,2,2,0,0,0,0,0,2,0,2,2,11,6,91,2,0,11,8,5,0,0.0,6,6,0,0,0,0,0,3,3,0,5,136,0,0,0,0,43,32,2,0,5,0,0,0,0,0,0,0,11,0,27,0,0,0,0,0,49,9,3,0,11,2,0,0,0,0,2,0,94,0,0,0,0,0,0,0,True,Cardinals,Sunday,57,38,990000277,0,0,1,26,2017-10-08T00:00:00,2017-10-08T13:00:00,16379,1,26,16379
201710525,2017-10-08T16:05:00,1,2017,5,BAL,OAK,AWAY,30,17,47,O.co Coliseum,Grass,88,62,14,50.1,4.6,14,10,0,6,0,41,53,33:43,23,14,12,0,80,451,8.6,5,48,177,5.7,3,32,23,274,0,0,10.5,14.5,90.4,121.8,17,11,61.8,0,0,0.0,8,3,0,0,23,2,8,0,0,0,0,8,8,0,5,145,48.2,0,2,2,3,7,7,0,0,32,21,26:17,19,11,12,0,67,303,6.9,3,31,133,6.6,2,32,16,169,2,0,8.1,13.0,61.8,97.1,15,9,61.8,2,0,0.0,3,2,0,0,11,5,30,2,2,5,27,3,9,0,6,243,60.8,2,0,-1,49.4,0.0,5,-1,5,24.7,21.3,0,61.8,0.0,-4,2,-4,19.0,11.8,12.7,11,9,9,0,0.0,5,5,0,0,0,0,0,5,5,0,3,23,0,0,0,0,6,6,6,0,0.0,3,3,0,0,0,0,0,2,2,0,2,11,2,38,0,0,41,22,5,0,6,2,2,0,2,0,0,0,12,0,0,0,0,0,0,0,56,31,0,0,3,0,0,0,0,0,0,0,11,0,38,0,0,0,0,0,True,Ravens,Sunday,32,36,990000281,0,0,3,25,2017-10-08T00:00:00,2017-10-08T16:05:00,16382,3,25,16382
201710507,2017-10-08T13:00:00,1,2017,5,BUF,CIN,AWAY,16,20,36,Paul Brown Stadium,Artificial,79,124,9,48.8,4.6,3,7,3,3,0,36,73,29:59,21,8,12,3,83,273,5.0,2,30,101,5.2,0,46,25,172,2,2,5.8,10.7,66.9,74.8,22,9,41.2,0,0,0.0,5,2,0,0,83,9,88,0,0,9,33,6,3,0,11,389,55.6,2,5,3,7,3,0,10,0,37,2,30:1,22,6,14,5,79,480,9.3,3,33,80,3.7,2,44,27,399,2,3,11.1,18.2,75.5,94.6,19,9,49.4,0,0,0.0,6,2,0,0,22,9,88,2,2,2,8,12,11,0,6,231,57.8,5,2,-2,41.2,0.0,-5,-9,-6,11.3,13.3,14.0,30.9,0.0,6,11,8,46.4,23.0,4.1,8,6,3,0,0.0,2,2,0,0,0,0,0,5,5,0,3,51,2,21,3,32,8,6,6,0,0.0,3,3,0,0,0,0,0,3,3,0,6,6,5,95,2,17,38,31,2,0,11,2,2,0,0,0,0,0,49,0,21,0,0,0,0,0,51,22,9,0,5,2,0,0,0,0,0,0,8,0,33,0,0,0,0,0,True,Bills,Sunday,53,46,990000271,0,0,4,7,2017-10-08T00:00:00,2017-10-08T13:00:00,16373,4,7,16373
201710511,2017-10-08T13:00:00,1,2017,5,CAR,DET,AWAY,27,24,51,Ford Field,Dome,84,68,11,51.3,3.1,3,14,10,0,0,43,28,35:23,20,5,16,0,79,447,8.7,5,35,35,1.5,0,41,32,413,5,0,12.5,15.8,97.4,172.0,20,11,54.1,0,0,0.0,5,3,0,0,16,14,124,0,0,5,26,11,12,0,8,289,57.8,0,2,2,3,7,0,14,0,30,46,24:37,23,6,14,6,69,299,6.6,5,19,62,5.0,2,43,28,237,3,0,8.4,10.3,81.2,122.1,16,8,47.6,2,0,0.0,5,3,0,0,9,2,12,2,2,9,46,5,17,0,8,255,50.9,2,0,-1,82.4,0.0,6,-5,5,82.4,21.1,8.3,82.4,0.0,-5,6,-4,61.8,10.3,18.0,9,9,8,0,0.0,5,5,0,0,0,0,0,5,3,0,2,16,5,54,0,0,8,6,3,0,0.0,5,5,0,0,0,0,0,2,2,0,2,9,2,27,0,0,43,17,9,0,3,3,2,0,0,0,0,0,16,0,30,0,0,0,0,0,58,15,5,0,5,0,0,0,0,0,0,0,9,0,27,0,0,0,0,0,True,Panthers,Sunday,44,51,990000275,0,0,5,11,2017-10-08T00:00:00,2017-10-08T13:00:00,16375,5,11,16375
201710506,2017-10-09T20:30:00,1,2017,5,CHI,MIN,HOME,17,20,37,Soldier Field,Grass,77,66,15,50.7,5.3,2,0,7,8,0,35,44,28:36,20,8,11,6,69,339,7.5,3,36,142,6.1,0,32,16,197,3,2,9.3,15.1,61.8,97.5,15,5,30.9,2,2,123.6,0,0,0,0,31,12,68,2,2,2,11,12,12,2,11,379,54.3,3,0,-2,0,3,14,3,0,38,30,31:24,21,8,12,3,83,371,6.9,3,38,197,7.8,2,40,27,174,2,0,6.7,9.8,85.0,109.0,19,9,49.4,0,0,0.0,5,2,0,0,43,11,85,0,0,6,43,5,9,0,9,319,53.1,0,3,3,0.0,0.0,11,3,5,31.9,34.4,3.7,41.2,0.0,-9,-2,-4,25.6,13.7,13.7,5,3,2,0,0.0,2,2,0,0,0,2,2,0,0,0,6,31,6,70,0,0,9,6,3,0,0.0,3,3,0,0,0,0,0,3,3,0,5,51,3,63,2,-7,62,12,6,0,6,2,0,0,0,0,0,0,17,0,21,0,0,0,0,0,48,3,2,0,9,0,2,0,0,0,0,0,26,0,36,0,0,0,0,0,True,Bears,Monday,33,44,990000288,0,0,6,20,2017-10-09T00:00:00,2017-10-09T20:30:00,16385,6,20,16385
201710507,2017-10-08T13:00:00,1,2017,5,CIN,BUF,HOME,20,16,36,Paul Brown Stadium,Artificial,79,124,9,48.8,-3.7,7,3,0,10,0,37,2,30:1,22,6,14,5,79,480,9.3,3,33,80,3.7,2,44,27,399,2,3,11.1,18.2,75.5,94.6,19,9,49.4,0,0,0.0,6,2,0,0,22,9,88,2,2,2,8,12,11,0,6,231,57.8,5,2,-2,3,7,3,3,0,36,73,29:59,21,8,12,3,83,273,5.0,2,30,101,5.2,0,46,25,172,2,2,5.8,10.7,66.9,74.8,22,9,41.2,0,0,0.0,5,2,0,0,83,9,88,0,0,9,33,6,3,0,11,389,55.6,2,5,3,30.9,0.0,6,11,8,46.4,23.0,2.7,41.2,0.0,-5,-9,-6,11.3,13.3,17.3,8,6,6,0,0.0,3,3,0,0,0,0,0,3,3,0,6,6,5,95,2,17,8,6,3,0,0.0,2,2,0,0,0,0,0,5,5,0,3,51,2,21,3,32,51,22,9,0,5,2,0,0,0,0,0,0,8,0,33,0,0,0,0,0,38,31,2,0,11,2,2,0,0,0,0,0,49,0,21,0,0,0,0,0,True,Bengals,Sunday,46,53,990000272,0,0,7,4,2017-10-08T00:00:00,2017-10-08T13:00:00,16373,7,4,16373
201710508,2017-10-08T13:00:00,1,2017,5,CLE,NYJ,HOME,14,17,31,FirstEnergy Stadium,Artificial,84,62,6,51.3,2.3,0,0,7,7,0,42,32,34:26,27,11,11,6,87,518,9.2,3,41,173,6.4,0,44,30,345,3,3,11.9,14.3,82.4,105.4,17,9,53.0,3,2,61.8,5,0,0,0,38,9,74,2,2,2,3,11,9,0,3,140,69.8,5,2,-2,0,3,7,7,0,31,42,25:34,17,2,15,2,63,262,6.4,3,22,42,2.9,0,37,28,220,3,2,9.0,11.8,94.8,122.4,15,6,41.2,0,0,0.0,2,2,0,0,69,11,99,0,0,5,20,9,5,0,9,381,63.4,2,5,3,0.0,0.0,2,5,3,41.2,26.2,2.7,123.6,0.0,-1,-4,-2,11.2,20.0,11.2,5,3,0,0,0.0,3,3,0,0,0,0,0,3,0,0,5,35,0,0,2,5,5,5,5,0,0.0,3,3,0,0,0,0,0,2,2,0,3,20,3,30,3,49,42,12,5,0,8,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,61,15,2,0,5,2,2,0,0,0,0,0,16,0,17,0,0,0,0,0,True,Browns,Sunday,46,41,990000266,0,0,8,24,2017-10-08T00:00:00,2017-10-08T13:00:00,16374,8,24,16374
201710509,2017-10-08T16:25:00,1,2017,5,DAL,GB,HOME,31,35,66,AT&T Stadium,Dome,90,78,15,64.3,-3.1,7,14,0,10,0,43,9,35:6,32,12,19,2,89,504,8.7,6,43,201,7.2,2,44,31,303,5,2,10.4,12.1,85.8,129.2,15,11,72.1,5,5,123.6,6,6,0,0,-1,11,87,3,3,2,9,9,8,0,2,47,47.0,5,2,-2,6,6,3,20,0,30,67,24:54,31,11,16,5,72,423,9.0,8,31,198,9.8,2,36,23,225,5,0,9.6,11.9,81.0,145.0,11,5,53.0,2,2,123.6,8,6,0,0,26,9,47,2,2,6,48,6,6,0,3,120,59.9,2,5,3,123.6,0.0,3,2,5,24.7,22.5,2.7,98.9,0.0,-2,-1,-4,14.1,13.3,15.0,9,9,8,0,0.0,6,6,0,0,0,0,0,2,2,0,2,-1,2,31,0,0,11,9,9,0,0.0,6,3,0,3,0,0,0,2,2,0,0,0,2,21,2,26,40,27,6,0,9,2,2,0,0,0,0,0,0,0,31,0,0,0,0,0,56,28,2,0,8,2,3,0,0,2,0,0,0,0,21,0,0,0,0,0,True,Cowboys,Sunday,46,41,990000284,0,0,9,12,2017-10-08T00:00:00,2017-10-08T16:25:00,16383,9,12,16383
201710511,2017-10-08T13:00:00,1,2017,5,DET,CAR,HOME,24,27,51,Ford Field,Dome,84,68,11,51.3,-2.5,3,7,0,14,0,30,46,24:37,23,6,14,6,69,299,6.6,5,19,62,5.0,2,43,28,237,3,0,8.4,10.3,81.2,122.1,16,8,47.6,2,0,0.0,5,3,0,0,9,2,12,2,2,9,46,5,17,0,8,255,50.9,2,0,-1,3,14,10,0,0,43,28,35:23,20,5,16,0,79,447,8.7,5,35,35,1.5,0,41,32,413,5,0,12.5,15.8,97.4,172.0,20,11,54.1,0,0,0.0,5,3,0,0,16,14,124,0,0,5,26,11,12,0,8,289,57.8,0,2,2,82.4,0.0,-5,6,-4,61.8,10.3,14.6,82.4,0.0,6,-5,5,82.4,21.1,10.3,8,6,3,0,0.0,5,5,0,0,0,0,0,2,2,0,2,9,2,27,0,0,9,9,8,0,0.0,5,5,0,0,0,0,0,5,3,0,2,16,5,54,0,0,58,15,5,0,5,0,0,0,0,0,0,0,9,0,27,0,0,0,0,0,43,17,9,0,3,3,2,0,0,0,0,0,16,0,30,0,0,0,0,0,True,Lions,Sunday,51,44,990000276,0,0,11,5,2017-10-08T00:00:00,2017-10-08T13:00:00,16375,11,5,16375
201710509,2017-10-08T16:25:00,1,2017,5,GB,DAL,AWAY,35,31,66,AT&T Stadium,Dome,90,78,15,64.3,3.8,6,6,3,20,0,30,67,24:54,31,11,16,5,72,423,9.0,8,31,198,9.8,2,36,23,225,5,0,9.6,11.9,81.0,145.0,11,5,53.0,2,2,123.6,8,6,0,0,26,9,47,2,2,6,48,6,6,0,3,120,59.9,2,5,3,7,14,0,10,0,43,9,35:6,32,12,19,2,89,504,8.7,6,43,201,7.2,2,44,31,303,5,2,10.4,12.1,85.8,129.2,15,11,72.1,5,5,123.6,6,6,0,0,-1,11,87,3,3,2,9,9,8,0,2,47,47.0,5,2,-2,98.9,0.0,-2,-1,-4,14.1,13.3,12.1,123.6,0.0,3,2,5,24.7,22.5,4.1,11,9,9,0,0.0,6,3,0,3,0,0,0,2,2,0,0,0,2,21,2,26,9,9,8,0,0.0,6,6,0,0,0,0,0,2,2,0,2,-1,2,31,0,0,56,28,2,0,8,2,3,0,0,2,0,0,0,0,21,0,0,0,0,0,40,27,6,0,9,2,2,0,0,0,0,0,0,0,31,0,0,0,0,0,True,Packers,Sunday,41,46,990000283,0,0,12,9,2017-10-08T00:00:00,2017-10-08T16:25:00,16383,12,9,16383
