GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,IsGameOver,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TeamGameID,TwoPointConversionReturns,OpponentTwoPointConversionReturns,TeamID,OpponentID,Day,DateTime,GlobalGameID,GlobalTeamID,GlobalOpponentID,ScoreID
201710301,2017-09-25T20:30:00,1,2017,3,ARI,DAL,HOME,17,28,45,University of Phoenix Stadium,Dome,92,90,7,71.3,5.9,7,0,7,3,0,55,23,36:15,34,5,23,12,115,509,10.3,5,32,75,5.4,0,74,44,434,5,0,13.9,15.0,92.6,139.3,28,12,68.1,2,0,0.0,9,2,0,0,9,14,77,0,0,14,64,12,14,0,14,415,69.3,0,0,0,0,7,7,14,0,35,69,23:45,23,14,11,5,69,419,14.3,9,40,152,8.9,5,28,20,267,5,0,14.9,20.5,110.7,214.0,14,5,34.0,0,0,0.0,7,7,0,0,66,14,117,0,0,2,14,17,15,0,11,477,68.1,0,0,0,38.3,0.0,-9,-6,-8,35.4,40.3,11.1,153.3,0.0,14,9,12,73.0,31.3,12.5,9,9,7,0,0.0,5,5,0,0,0,0,0,5,2,0,5,9,5,61,0,0,12,9,7,0,0.0,9,9,0,0,0,0,0,0,0,0,9,66,2,28,0,0,51,9,2,0,0,0,0,0,0,0,0,0,9,0,32,0,0,0,0,0,75,15,14,0,14,0,0,0,0,0,0,0,32,0,28,0,0,0,0,0,True,Cardinals,Monday,83,29,990000228,0,0,1,9,2017-09-25T00:00:00,2017-09-25T20:30:00,16355,1,9,16355
201710311,2017-09-24T13:00:00,1,2017,3,ATL,DET,AWAY,30,26,56,Ford Field,Dome,123,89,9,77.4,-4.6,7,13,3,7,0,49,54,32:35,40,14,23,5,100,656,10.1,7,43,231,12.7,2,54,37,425,5,7,12.1,17.6,105.2,115.8,14,9,68.1,0,0,0.0,9,5,0,0,58,12,104,0,0,5,26,14,14,0,5,140,69.8,7,0,-5,0,13,10,3,0,41,38,27:25,32,7,23,7,101,497,11.5,5,29,109,8.7,0,69,38,388,2,0,13.2,15.5,85.2,121.4,20,7,35.4,0,0,0.0,7,2,0,0,152,14,150,0,0,5,17,12,7,0,12,366,73.3,0,7,7,76.6,0.0,2,7,0,48.4,19.6,5.4,51.0,0.0,-2,-5,0,16.4,20.7,10.1,11,14,14,0,0.0,7,7,0,0,0,0,0,7,7,0,5,58,5,83,0,0,11,14,12,0,0.0,5,5,0,0,0,0,0,9,9,0,2,15,2,17,7,136,61,12,5,0,12,0,0,0,0,0,0,0,41,0,58,0,0,0,0,0,72,12,5,0,14,0,0,0,0,2,0,0,15,0,17,0,0,0,0,0,True,Falcons,Sunday,57,72,990000213,0,0,2,11,2017-09-24T00:00:00,2017-09-24T13:00:00,16345,2,11,16345
201710315,2017-09-24T09:30:00,1,2017,3,BAL,JAX,AWAY,7,44,51,Wembley Stadium,Grass,92,61,7,58.3,-4.6,0,0,0,7,0,38,87,25:57,18,14,9,5,83,285,8.0,2,38,205,12.7,0,41,21,80,2,5,4.5,8.7,79.6,60.2,17,7,41.9,2,0,0.0,2,2,0,0,0,15,135,2,2,5,18,7,5,0,11,477,68.1,7,0,-5,10,13,14,7,0,52,7,34:3,37,11,20,9,104,629,14.1,12,54,254,11.0,2,51,31,374,9,0,11.3,18.7,92.9,188.5,18,7,38.3,5,5,153.3,14,9,0,0,34,14,107,0,0,0,0,12,12,0,7,230,76.6,0,7,7,153.3,0.0,-3,-5,-3,13.4,14.0,6.9,102.3,0.0,5,7,5,30.7,26.4,0.0,5,5,2,0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,12,0,0.0,12,12,0,0,0,0,0,7,7,0,5,5,2,18,5,31,71,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,5,0,9,2,2,0,0,0,0,0,5,0,18,0,0,0,0,0,True,Ravens,Sunday,44,51,990000199,0,0,3,15,2017-09-24T00:00:00,2017-09-24T09:30:00,16341,3,15,16341
201710304,2017-09-24T13:00:00,1,2017,3,BUF,DEN,HOME,26,16,42,Ralph Wilson Stadium,Artificial,130,123,9,61.3,8.2,0,13,7,6,0,46,40,30:26,25,9,17,2,97,417,10.1,5,51,115,5.4,0,40,31,302,5,0,11.7,15.0,117.9,189.2,25,14,57.5,0,0,0.0,7,5,0,0,54,12,106,0,0,9,25,14,9,0,12,346,69.3,0,5,5,3,10,3,0,0,44,52,29:34,32,11,15,9,101,561,12.9,2,35,170,11.3,2,61,37,391,0,5,15.0,16.2,92.0,88.6,21,14,65.8,5,0,0.0,7,2,0,0,25,15,121,0,0,7,9,12,12,0,7,192,63.9,5,0,-3,102.3,0.0,-3,-6,-2,26.7,21.5,13.3,51.0,0.0,5,9,2,37.1,40.9,10.7,11,12,7,0,0.0,5,5,0,0,0,0,0,9,9,0,5,31,5,63,5,23,12,9,5,0,0.0,2,2,0,0,0,0,0,7,7,0,2,25,7,124,0,0,71,21,7,0,14,0,0,0,0,0,0,0,26,0,35,0,0,0,0,0,77,18,9,0,7,0,0,0,0,0,0,0,25,0,55,0,0,0,0,0,True,Bills,Sunday,46,66,990000206,0,0,4,10,2017-09-24T00:00:00,2017-09-24T13:00:00,16342,4,10,16342
201710305,2017-09-24T13:00:00,1,2017,3,CAR,NO,HOME,13,34,47,Bank of America Stadium,Grass,129,110,14,71.3,-7.7,3,3,7,0,0,43,78,28:51,28,17,11,0,90,442,11.5,2,34,202,14.1,2,51,29,239,0,7,11.0,12.6,88.3,48.9,21,11,76.6,0,0,0.0,5,2,0,0,18,2,12,0,0,9,43,9,9,0,7,198,65.9,7,0,-5,7,10,7,10,0,48,14,31:9,32,14,18,0,87,555,15.0,9,41,228,12.9,2,44,34,327,7,0,11.2,14.9,116.4,199.9,18,14,76.6,0,0,0.0,7,5,0,0,75,2,15,0,0,2,11,12,9,0,7,230,76.6,0,7,7,76.6,0.0,-2,0,-5,22.7,20.4,10.8,102.3,0.0,2,0,7,27.9,20.7,7.8,9,9,9,0,0.0,2,2,0,0,0,0,0,5,5,0,5,18,2,46,0,0,14,14,12,0,0.0,9,9,0,0,0,0,0,7,5,0,2,18,0,0,7,57,49,43,2,0,2,0,0,0,0,0,0,0,14,0,46,0,0,0,0,0,49,43,9,0,14,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,True,Panthers,Sunday,57,46,990000212,0,0,5,22,2017-09-24T00:00:00,2017-09-24T13:00:00,16343,5,22,16343
201710306,2017-09-24T13:00:00,1,2017,3,CHI,PIT,HOME,23,17,40,Soldier Field,Grass,126,98,12,66.7,10.7,7,10,0,0,6,51,90,33:59,28,20,9,2,95,469,11.5,7,58,340,13.6,5,34,23,129,2,2,8.9,13.2,104.6,108.9,18,9,51.0,0,0,0.0,9,7,0,0,0,15,112,2,2,5,26,14,5,0,14,409,68.2,5,5,0,0,7,7,3,0,41,52,27:34,29,14,17,5,90,432,11.3,5,26,107,9.6,2,60,34,325,2,0,12.7,14.7,86.5,123.1,17,9,55.8,0,0,0.0,9,5,0,0,23,14,61,5,5,7,35,7,14,0,12,311,62.2,5,5,0,115.0,0.0,7,-6,2,18.1,21.9,8.3,76.6,0.0,-5,9,-2,24.2,19.2,10.9,7,5,5,0,0.0,5,5,0,0,0,0,0,5,2,0,2,0,7,106,0,0,12,9,5,0,0.0,5,5,0,0,0,0,0,5,2,2,7,23,2,37,2,0,51,15,7,0,11,2,5,0,0,0,2,0,0,0,44,0,0,0,0,0,75,14,5,0,12,5,2,0,0,0,0,0,23,0,37,0,0,0,0,0,True,Bears,Sunday,37,64,990000202,0,0,6,28,2017-09-24T00:00:00,2017-09-24T13:00:00,16344,6,28,16344
201710312,2017-09-24T16:25:00,1,2017,3,CIN,GB,AWAY,24,27,51,Lambeau Field,Grass,115,83,20,72.8,10.7,7,14,0,3,0,52,26,34:17,32,14,20,5,92,461,11.8,7,46,169,8.7,0,41,32,293,5,0,10.9,14.0,119.3,185.2,18,9,51.0,0,0,0.0,5,5,0,0,162,11,104,2,2,7,32,17,14,0,14,454,75.6,2,2,0,7,0,7,10,3,44,32,29:21,34,9,23,7,100,527,12.5,7,26,98,8.9,0,64,43,429,7,2,10.3,15.3,102.3,152.2,23,11,71.6,0,0,0.0,12,7,0,0,107,9,51,0,0,14,51,12,15,0,14,454,75.6,2,2,0,153.3,0.0,14,-6,7,54.1,35.1,10.0,92.0,0.0,-9,9,-5,51.0,25.6,19.2,12,9,9,0,0.0,7,7,0,0,0,0,0,5,2,0,12,48,2,31,2,115,14,14,12,0,0.0,7,7,0,0,0,0,0,5,5,0,12,107,0,0,0,0,63,32,14,0,2,0,0,0,0,2,0,0,31,0,31,0,0,0,0,0,69,26,7,0,0,0,2,0,0,0,0,0,51,0,0,0,0,0,0,0,True,Bengals,Sunday,46,74,990000221,0,0,7,12,2017-09-24T00:00:00,2017-09-24T16:25:00,16352,7,12,16352
201710314,2017-09-24T13:00:00,1,2017,3,CLE,IND,AWAY,28,31,59,Lucas Oil Stadium,Dome,123,92,14,64.4,-1.5,0,14,0,14,0,40,51,26:33,38,11,20,12,106,530,11.8,9,32,170,12.5,5,72,34,360,5,7,11.8,16.4,71.7,75.9,20,12,59.0,0,0,0.0,12,9,0,0,0,15,173,0,0,2,11,11,11,0,11,532,76.0,7,2,-3,7,21,0,3,0,51,41,33:27,25,14,11,7,97,514,12.5,9,55,141,6.1,7,37,26,373,2,0,15.5,21.9,108.5,179.7,26,12,72.2,0,0,0.0,9,7,0,0,86,17,152,2,2,7,25,14,7,0,11,491,70.1,2,7,5,122.6,0.0,-3,9,5,29.7,39.7,2.1,115.0,0.0,5,-6,-3,21.9,28.8,17.0,12,9,7,0,0.0,9,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,14,14,0,0.0,9,9,0,0,0,0,0,2,2,0,7,25,0,0,7,61,55,43,7,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,2,0,15,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,True,Browns,Sunday,74,41,990000207,0,0,8,14,2017-09-24T00:00:00,2017-09-24T13:00:00,16346,8,14,16346
201710301,2017-09-25T20:30:00,1,2017,3,DAL,ARI,AWAY,28,17,45,University of Phoenix Stadium,Dome,92,90,7,71.3,-3.8,0,7,7,14,0,35,69,23:45,23,14,11,5,69,419,14.3,9,40,152,8.9,5,28,20,267,5,0,14.9,20.5,110.7,214.0,14,5,34.0,0,0,0.0,7,7,0,0,66,14,117,0,0,2,14,17,15,0,11,477,68.1,0,0,0,7,0,7,3,0,55,23,36:15,34,5,23,12,115,509,10.3,5,32,75,5.4,0,74,44,434,5,0,13.9,15.0,92.6,139.3,28,12,68.1,2,0,0.0,9,2,0,0,9,14,77,0,0,14,64,12,14,0,14,415,69.3,0,0,0,153.3,0.0,14,9,12,73.0,31.3,5.3,38.3,0.0,-9,-6,-8,35.4,40.3,17.0,12,9,7,0,0.0,9,9,0,0,0,0,0,0,0,0,9,66,2,28,0,0,9,9,7,0,0.0,5,5,0,0,0,0,0,5,2,0,5,9,5,61,0,0,75,15,14,0,14,0,0,0,0,0,0,0,32,0,28,0,0,0,0,0,51,9,2,0,0,0,0,0,0,0,0,0,9,0,32,0,0,0,0,0,True,Cowboys,Monday,29,83,990000227,0,0,9,1,2017-09-25T00:00:00,2017-09-25T20:30:00,16355,9,1,16355
201710304,2017-09-24T13:00:00,1,2017,3,DEN,BUF,AWAY,16,26,42,Ralph Wilson Stadium,Artificial,130,123,9,61.3,-5.4,3,10,3,0,0,44,52,29:34,32,11,15,9,101,561,12.9,2,35,170,11.3,2,61,37,391,0,5,15.0,16.2,92.0,88.6,21,14,65.8,5,0,0.0,7,2,0,0,25,15,121,0,0,7,9,12,12,0,7,192,63.9,5,0,-3,0,13,7,6,0,46,40,30:26,25,9,17,2,97,417,10.1,5,51,115,5.4,0,40,31,302,5,0,11.7,15.0,117.9,189.2,25,14,57.5,0,0,0.0,7,5,0,0,54,12,106,0,0,9,25,14,9,0,12,346,69.3,0,5,5,51.0,0.0,5,9,2,37.1,40.9,7.0,102.3,0.0,-3,-6,-2,26.7,21.5,20.4,12,9,5,0,0.0,2,2,0,0,0,0,0,7,7,0,2,25,7,124,0,0,11,12,7,0,0.0,5,5,0,0,0,0,0,9,9,0,5,31,5,63,5,23,77,18,9,0,7,0,0,0,0,0,0,0,25,0,55,0,0,0,0,0,71,21,7,0,14,0,0,0,0,0,0,0,26,0,35,0,0,0,0,0,True,Broncos,Sunday,66,46,990000205,0,0,10,4,2017-09-24T00:00:00,2017-09-24T13:00:00,16342,10,4,16342
